"commit","subject","status","files"
"116765d560f1e84210f84e516703db5bb9c13efc","Fix version format for curseforge and modrinth","needs-review","build.gradle"
"d2319b512f8354d779cc5c55672b7ad42d2a2b51","fix: hand crank rotation visuals (#8828) (#10045)","needs-review","src/main/java/com/simibubi/create/content/kinetics/base/KineticBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/crank/HandCrankBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/crank/HandCrankRenderer.java;src/main/java/com/simibubi/create/content/kinetics/crank/HandCrankVisual.java;src/main/java/com/simibubi/create/content/kinetics/crank/ValveHandleBlockEntity.java;src/main/java/com/simibubi/create/content/kinetics/crank/ValveHandleVisual.java"
"86a7b8d291cef418c92605637b4aaaebf42e58e1","Fix Outdated BWG/Silent Gems compat (#9537)","needs-review","src/generated/resources/.cache/af1b4964b4b67530aeb67585e9573385e8cab38a;src/generated/resources/.cache/b256105d8411632b0d585496ea8944a751a08034;src/generated/resources/.cache/eaed56ca9d9781c7626be345dd9f2c9a1fad638e;src/generated/resources/data/create/create/potato_projectile/type/enchanted_golden_apple.json;src/generated/resources/data/create/create/potato_projectile/type/pufferfish.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/ametrine_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/anthracite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/blue_nether_gold_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/blue_nether_quartz_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/brimstone_nether_gold_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/brimstone_nether_quartz_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/cryptic_redstone_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/emeraldite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/lignite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/biomeswevegone/pervaded_netherrack.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/alexandrite_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/alexandrite_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/ammolite_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/ammolite_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/aquamarine_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/black_diamond_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/black_diamond_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/carnelian_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/carnelian_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/citrine_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/citrine_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/deepslate_aquamarine_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/deepslate_garnet_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/deepslate_opal_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/deepslate_pearl_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/deepslate_tanzanite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_alexandrite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_ammolite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_aquamarine_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_black_diamond_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_carnelian_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_citrine_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_garnet_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_heliodor_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_iolite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_kyanite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_moldavite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_opal_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_pearl_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_peridot_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_rose_quartz_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_ruby_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_sapphire_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_tanzanite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_topaz_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_turquoise_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/end_white_diamond_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/garnet_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/heliodor_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/heliodor_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/iolite_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/iolite_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/kyanite_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/kyanite_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/moldavite_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/moldavite_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_alexandrite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_ammolite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_aquamarine_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_black_diamond_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_carnelian_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_citrine_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_garnet_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_heliodor_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_iolite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_kyanite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_moldavite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_opal_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_pearl_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_peridot_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_rose_quartz_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_ruby_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_sapphire_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_tanzanite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_topaz_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_turquoise_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/nether_white_diamond_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/opal_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/pearl_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/peridot_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/peridot_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/rose_quartz_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/rose_quartz_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/ruby_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/ruby_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/sapphire_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/sapphire_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/tanzanite_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/topaz_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/topaz_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/turquoise_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/turquoise_nether_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/white_diamond_end_ore.json;src/generated/resources/data/create/recipe/crushing/compat/silentgems/white_diamond_nether_ore.json;src/generated/resources/data/create/recipe/cutting/compat/biomeswevegone/stripped_palo_verde_log.json;src/generated/resources/data/create/recipe/cutting/compat/biomeswevegone/stripped_palo_verde_wood.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/black_sandstone.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/blue_rose_bush.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/blue_sage.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/blue_sandstone.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/compat/biomeswevegone/white_sage.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/compat/biomeswevegone/winter_cyclamen.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/cyan_amaranth.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/golden_spined_cactus.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/horseweed.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/japanese_orchid.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/lolipop_flower.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/lollipop_flower.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/mini_cactus.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/orange_amaranth.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/orchid.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/osiria_rose.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/pink_sandstone.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/prickly_pear_cactus.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/purple_rose.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/purple_sage.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/purple_sandstone.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/tall_white_allium.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/torch_ginger.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/white_allium.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/white_allium_flower_bush.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/white_sage.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/white_sandstone.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/windswept_sandstone.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/winter_cyclamen.json;src/generated/resources/data/create/recipe/milling/compat/biomeswevegone/winter_succulent.json;src/generated/resources/data/create/recipe/pressing/compat/biomeswevegone/lush_dirt_path.json;src/generated/resources/data/create/recipe/pressing/compat/biomeswevegone/lush_grass_path.json;src/generated/resources/data/create/recipe/pressing/compat/biomeswevegone/sandy_dirt_path.json;src/generated/resources/data/create/tags/item/upright_on_belt.json;src/main/java/com/simibubi/create/foundation/data/recipe/CreateCrushingRecipeGen.java;src/main/java/com/simibubi/create/foundation/data/recipe/CreateCuttingRecipeGen.java;src/main/java/com/simibubi/create/foundation/data/recipe/CreateMillingRecipeGen.java;src/main/java/com/simibubi/create/foundation/data/recipe/CreatePressingRecipeGen.java;src/main/java/com/simibubi/create/infrastructure/data/CreateRegistrateTags.java"
"0a17a7243c3e5e6e3ceb34450d9c6df240af1b83","Remove limit on mixing recipe processing time (#10022)","needs-review","src/main/java/com/simibubi/create/content/kinetics/mixer/MechanicalMixerBlockEntity.java"
"04d39f715bfca4888a68992fd0a580e7c5303b0e","Use getOnPos in TurntableHandler instead of blockPosition","needs-review","src/main/java/com/simibubi/create/content/kinetics/turntable/TurntableHandler.java"
"394073dc1af30b5190504c10a0482cc6e2580703","Fix clipboard crash when out of range","needs-review","src/main/java/com/simibubi/create/content/equipment/clipboard/ClipboardEditPacket.java;src/main/java/com/simibubi/create/content/equipment/clipboard/ClipboardScreen.java"
"f99fe5778b127d45c1fc2dc7d1f3599ba9f5e71a","Use Player#canInteractWith{Block,Entity} instead of !closerThan in most places","needs-review","src/main/java/com/simibubi/create/content/contraptions/AbstractContraptionEntity.java;src/main/java/com/simibubi/create/content/contraptions/actors/trainControls/ControlsInputPacket.java;src/main/java/com/simibubi/create/content/contraptions/glue/SuperGlueSelectionPacket.java;src/main/java/com/simibubi/create/content/kinetics/mechanicalArm/ArmInteractionPointHandler.java;src/main/java/com/simibubi/create/content/logistics/packagerLink/LogisticallyLinkedClientHandler.java;src/main/java/com/simibubi/create/content/logistics/stockTicker/StockKeeperCategoryMenu.java;src/main/java/com/simibubi/create/content/trains/entity/CarriageContraptionEntity.java;src/main/java/com/simibubi/create/content/trains/entity/TrainRelocationPacket.java;src/main/java/com/simibubi/create/content/trains/entity/TrainRelocator.java;src/main/java/com/simibubi/create/content/trains/track/CurvedTrackDestroyPacket.java;src/main/java/com/simibubi/create/foundation/networking/BlockEntityConfigurationPacket.java;src/main/java/com/simibubi/create/foundation/sound/SoundScapes.java"
"be15c932a65c6e6478c010431df23b6818fe5782","keybinds for ctrl / shift / alt ""modifiers"" (#10187)","needs-review","src/generated/resources/assets/create/lang/en_ud.json;src/generated/resources/assets/create/lang/en_us.json;src/main/java/com/simibubi/create/AllKeys.java"
"65f35dc21afab8c349bf70e71a21921093e5532e","Update changelog","needs-review","changelog.md"
"c00efbca16d67a6c3dfe518e764c6eb882002f3e","Fix changelog formatting","needs-review","changelog.md"
"a8934b62098ba8bc30d2d641b9fc1f3dada85b49","Update ponder","needs-review","gradle.properties"
"ac0c444d9828da3453ae8cc65338e8de063286fb","Fix smart chute not clearing inventory (#10196)","needs-review","src/main/java/com/simibubi/create/content/logistics/chute/SmartChuteBlockEntity.java"
